name,discipline,link
NOC: Lighter Than Air Systems,Aerospace Engineering,https://nptel.ac.in/courses/101101087
NOC: Introduction To Ancient Indian Technology,Aerospace Engineering,https://nptel.ac.in/courses/101104065
NOC: Introduction To Experiments In Flight,Aerospace Engineering,https://nptel.ac.in/courses/101104066
NOC: Aircraft Design,Aerospace Engineering,https://nptel.ac.in/courses/101104069
NOC: Computational Science In Engineering,Aerospace Engineering,https://nptel.ac.in/courses/101104086
Introduction To Aircraft Control System,Aerospace Engineering,https://nptel.ac.in/courses/101104330
NOC:Fundamentals Of Theoretical And Experimental Aerodynamics,Aerospace Engineering,https://nptel.ac.in/courses/101105088
Combustion Of Solid Fuels And Propellants,Aerospace Engineering,https://nptel.ac.in/courses/101105331
Aerospace Structural Analysis,Aerospace Engineering,https://nptel.ac.in/courses/101105332
Fundamentals Of Supersonic And Hypersonic Flow,Aerospace Engineering,https://nptel.ac.in/courses/101105333
NOC:Rocket Propulsion,Aerospace Engineering,https://nptel.ac.in/courses/101106082
NOC:Gasdynamics: Fundamentals And Applications,Aerospace Engineering,https://nptel.ac.in/courses/101108086
Introduction To Aerospace Propulsion,Aerospace Engineering,https://nptel.ac.in/courses/101101001
Jet Aircraft Propulsion,Aerospace Engineering,https://nptel.ac.in/courses/101101002
Turbomachinery Aerodynamics,Aerospace Engineering,https://nptel.ac.in/courses/101101058
NOC:Introduction To Aerospace Engineering,Aerospace Engineering,https://nptel.ac.in/courses/101101079
NOC:Introduction To Aircraft Design,Aerospace Engineering,https://nptel.ac.in/courses/101101083
NOC:Introduction To Launch Vehicle Analysis And Design,Aerospace Engineering,https://nptel.ac.in/courses/101101086
NOC:Elements Of Mechanical Vibration,Aerospace Engineering,https://nptel.ac.in/courses/101102090
Hypersonic Aerodynamics,Aerospace Engineering,https://nptel.ac.in/courses/101103003
Principles Of Fluid Dynamics,Aerospace Engineering,https://nptel.ac.in/courses/101103004
Aero Elasticity,Aerospace Engineering,https://nptel.ac.in/courses/101104005
"Aircraft Performance, Stability And Control With Experiments In Flight",Aerospace Engineering,https://nptel.ac.in/courses/101104007
Composite Materials And Structures,Aerospace Engineering,https://nptel.ac.in/courses/101104010
Foundation Of Scientific Computing,Aerospace Engineering,https://nptel.ac.in/courses/101104013
Fundamentals Of Combustion,Aerospace Engineering,https://nptel.ac.in/courses/101104014
Instability And Transition Of Fluid Flows,Aerospace Engineering,https://nptel.ac.in/courses/101104015
Introduction To Helicopter Aerodynamics And Dynamics,Aerospace Engineering,https://nptel.ac.in/courses/101104017
Introduction To Propulsion,Aerospace Engineering,https://nptel.ac.in/courses/101104018
Jet And Rocket Propulsion,Aerospace Engineering,https://nptel.ac.in/courses/101104019
NOC:Introduction To Airplane Performance,Aerospace Engineering,https://nptel.ac.in/courses/101104061
NOC:Aircraft Stability And Control,Aerospace Engineering,https://nptel.ac.in/courses/101104062
NOC:Engineering Thermodynamics,Aerospace Engineering,https://nptel.ac.in/courses/101104063
NOC:Aircraft Dynamic Stability & Design Stability Augmentation System,Aerospace Engineering,https://nptel.ac.in/courses/101104064
NOC:Engineering Thermodynamics,Aerospace Engineering,https://nptel.ac.in/courses/101104067
NOC:Fundamentals Of Combustion - I,Aerospace Engineering,https://nptel.ac.in/courses/101104070
NOC:Aircraft Maintenance,Aerospace Engineering,https://nptel.ac.in/courses/101104071
NOC:Fundamentals Of Combustion (Part 2),Aerospace Engineering,https://nptel.ac.in/courses/101104072
NOC:Design Of Fixed Wing Unmanned Aerial Vehicles,Aerospace Engineering,https://nptel.ac.in/courses/101104073
NOC:Introduction To Finite Volume Methods I,Aerospace Engineering,https://nptel.ac.in/courses/101104074
NOC:Advance Aircraft Maintenance,Aerospace Engineering,https://nptel.ac.in/courses/101104075
NOC:Introduction To Finite Volume Methods II,Aerospace Engineering,https://nptel.ac.in/courses/101104076
NOC:Introduction To Rocket Propulsion,Aerospace Engineering,https://nptel.ac.in/courses/101104078
NOC:UAV Design - Part II,Aerospace Engineering,https://nptel.ac.in/courses/101104083
NOC:Introduction To Airbreathing Propulsion,Aerospace Engineering,https://nptel.ac.in/courses/101104084
Aircraft Structural Dynamics,Aerospace Engineering,https://nptel.ac.in/courses/101105022
High Speed Aero Dynamics,Aerospace Engineering,https://nptel.ac.in/courses/101105023
High Speed Aero Dynamics,Aerospace Engineering,https://nptel.ac.in/courses/101105024
Space Flight Mechanics,Aerospace Engineering,https://nptel.ac.in/courses/101105029
Space Flight Mechanics,Aerospace Engineering,https://nptel.ac.in/courses/101105030
Introduction To Aerodynamics,Aerospace Engineering,https://nptel.ac.in/courses/101105059
NOC:Satellite Attitude Dynamics And Control,Aerospace Engineering,https://nptel.ac.in/courses/101105077
NOC:Vibration And Structural Dynamics,Aerospace Engineering,https://nptel.ac.in/courses/101105081
NOC:Space Flight Mechanics,Aerospace Engineering,https://nptel.ac.in/courses/101105083
NOC:Aircraft Structures - I,Aerospace Engineering,https://nptel.ac.in/courses/101105084
NOC:Introduction To CFD,Aerospace Engineering,https://nptel.ac.in/courses/101105085
NOC:Aerodynamic Design Of Axial Flow Compressors & Fans,Aerospace Engineering,https://nptel.ac.in/courses/101105089
NOC:Smart Structures,Aerospace Engineering,https://nptel.ac.in/courses/101105090
NOC:Aeroengine Gas Turbine Cycles,Aerospace Engineering,https://nptel.ac.in/courses/101105091
Acoustic Instabilities In Aerospace Propulsion,Aerospace Engineering,https://nptel.ac.in/courses/101106031
Aerospace Propulsion,Aerospace Engineering,https://nptel.ac.in/courses/101106033
Airplane Design (Aerodynamic),Aerospace Engineering,https://nptel.ac.in/courses/101106035
Combustion,Aerospace Engineering,https://nptel.ac.in/courses/101106037
Composite Materials,Aerospace Engineering,https://nptel.ac.in/courses/101106038
Experimental Gas/Aerodynamics,Aerospace Engineering,https://nptel.ac.in/courses/101106040
Flight Dynamics I - Airplane Performance,Aerospace Engineering,https://nptel.ac.in/courses/101106041
Flight Dynamics II (Stability),Aerospace Engineering,https://nptel.ac.in/courses/101106042
Flight Dynamics II - Airplane Stability And Control,Aerospace Engineering,https://nptel.ac.in/courses/101106043
Gas Dynamics,Aerospace Engineering,https://nptel.ac.in/courses/101106044
Introduction To CFD,Aerospace Engineering,https://nptel.ac.in/courses/101106045
Space Technology,Aerospace Engineering,https://nptel.ac.in/courses/101106046
Introduction To Turbulent Flows And Their Prediction,Aerospace Engineering,https://nptel.ac.in/courses/101106060
Advanced Control System Design For Aerospace Vehicles,Aerospace Engineering,https://nptel.ac.in/courses/101108047
Guidance Of Missiles,Aerospace Engineering,https://nptel.ac.in/courses/101108054
"Navigation, Guidance, And Control",Aerospace Engineering,https://nptel.ac.in/courses/101108056
"Optimal Control, Guidance And Estimation",Aerospace Engineering,https://nptel.ac.in/courses/101108057
NOC:Combustion In Air Breathing Aero Engines,Aerospace Engineering,https://nptel.ac.in/courses/101108068
NOC:Introductory Mathematical Methods For Biologists,Biotechnology,https://nptel.ac.in/courses/102101067
NOC:Bioengineering: An Interface With Biology And Medicine,Biotechnology,https://nptel.ac.in/courses/102101068
NOC:Interactomics : Basics & Applications,Biotechnology,https://nptel.ac.in/courses/102101082
NOC:Maternal Infant Young Child Nutrition,Biotechnology,https://nptel.ac.in/courses/102101091
NOC: Maternal Infant Young Child Nutrition (Hindi) मातृ शिशु युवा बाल पोषण,Biotechnology,https://nptel.ac.in/courses/102101097
NOC:Biointerface Engineering,Biotechnology,https://nptel.ac.in/courses/102103086
NOC:Data Analysis For Biologists,Biotechnology,https://nptel.ac.in/courses/102103092
NOC:Enzyme Sciences And Technology,Biotechnology,https://nptel.ac.in/courses/102103097
Molecular Biology,Biotechnology,https://nptel.ac.in/courses/102103341
NOC:Introduction To Professional Scientific Communication,Biotechnology,https://nptel.ac.in/courses/102104061
NOC:Bioelectrochemistry,Biotechnology,https://nptel.ac.in/courses/102104062
NOC:Nanotechnology In Agriculture,Biotechnology,https://nptel.ac.in/courses/102104069
NOC:Forests And Their Management,Biotechnology,https://nptel.ac.in/courses/102104082
NOC:Conservation Economics,Biotechnology,https://nptel.ac.in/courses/102104086
NOC:Metabolic Engineering,Biotechnology,https://nptel.ac.in/courses/102105086
Pharmacognosy & Metabolic Engineering,Biotechnology,https://nptel.ac.in/courses/102105342
NOC:Biostatistics And Design Of Experiments,Biotechnology,https://nptel.ac.in/courses/102106051
NOC:Medical Biomaterials,Biotechnology,https://nptel.ac.in/courses/102106057
NOC:BioInformatics:Algorithms And Applications,Biotechnology,https://nptel.ac.in/courses/102106065
NOC:Demystifying The Brain,Biotechnology,https://nptel.ac.in/courses/102106066
NOC:Computational Systems Biology,Biotechnology,https://nptel.ac.in/courses/102106068
NOC:Material And Energy Balances,Biotechnology,https://nptel.ac.in/courses/102106069
NOC:Thermodynamics For Biological Systems : Classical And Statistical Aspect,Biotechnology,https://nptel.ac.in/courses/102106082
NOC:Bioreactor Design And Analysis,Biotechnology,https://nptel.ac.in/courses/102106086
NOC:Biochemistry _ IITM,Biotechnology,https://nptel.ac.in/courses/102106087
NOC:RNA Biology,Biotechnology,https://nptel.ac.in/courses/102106097
NOC:Biomechanics,Biotechnology,https://nptel.ac.in/courses/102106098
Computational Genomics,Biotechnology,https://nptel.ac.in/courses/102106339
Human Physiology,Biotechnology,https://nptel.ac.in/courses/102106340
I Think Biology,Biotechnology,https://nptel.ac.in/courses/102106343
Classics In Neuroscience,Biotechnology,https://nptel.ac.in/courses/102106345
NOC:Plant Developmental Biology,Biotechnology,https://nptel.ac.in/courses/102107075
NOC:Structural Biology,Biotechnology,https://nptel.ac.in/courses/102107086
NOC:Optical Spectroscopy And Microscopy : Fundamentals Of Optical Measurements And Instrumentation,Biotechnology,https://nptel.ac.in/courses/102108082
"NOC:Cell Biology: Cellular Organization, Division And Processes",Biotechnology,https://nptel.ac.in/courses/102108086
"Microsensors, Implantable Devices And Rodent Surgeries For Biomedical Applications",Biotechnology,https://nptel.ac.in/courses/102108344
NOC:Host-Pathogen Interaction (Immunology),Biotechnology,https://nptel.ac.in/courses/109106198
Biomathematics,Biotechnology,https://nptel.ac.in/courses/102101003
Proteomics: Principles And Techniques,Biotechnology,https://nptel.ac.in/courses/102101007
Advanced Clinical Proteomics,Biotechnology,https://nptel.ac.in/courses/102101040
NOC:Proteins And Gel-Based Proteomics,Biotechnology,https://nptel.ac.in/courses/102101049
NOC:Mass Spectrometry Based Proteomics,Biotechnology,https://nptel.ac.in/courses/102101050
NOC:Interactomics,Biotechnology,https://nptel.ac.in/courses/102101054
NOC:Introduction To Proteomics,Biotechnology,https://nptel.ac.in/courses/102101055
NOC:Introduction To Biostatistics,Biotechnology,https://nptel.ac.in/courses/102101056
NOC:Introduction To Mechanobiology,Biotechnology,https://nptel.ac.in/courses/102101058
NOC:Applications Of Interactomics Using Genomics And Proteomics Technologies,Biotechnology,https://nptel.ac.in/courses/102101072
NOC:Introduction To Proteogenomics,Biotechnology,https://nptel.ac.in/courses/102101076
Enzyme Science And Engineering,Biotechnology,https://nptel.ac.in/courses/102102033
Cell Biology,Biotechnology,https://nptel.ac.in/courses/102103012
Genetic Engineering & Applications,Biotechnology,https://nptel.ac.in/courses/102103013
Microbiology,Biotechnology,https://nptel.ac.in/courses/102103015
Plant Biotechnology,Biotechnology,https://nptel.ac.in/courses/102103016
Proteomics And Genomics,Biotechnology,https://nptel.ac.in/courses/102103017
Cellular And Molecular Immunology,Biotechnology,https://nptel.ac.in/courses/102103038
General Virology,Biotechnology,https://nptel.ac.in/courses/102103039
Gene Therapy,Biotechnology,https://nptel.ac.in/courses/102103041
Bioanalytical Techniques And Bioinformatics,Biotechnology,https://nptel.ac.in/courses/102103044
Fundamentals Of Biotechnology,Biotechnology,https://nptel.ac.in/courses/102103045
Experimental Biotechnology,Biotechnology,https://nptel.ac.in/courses/102103047
NOC:Introduction To Dynamical Models In Biology,Biotechnology,https://nptel.ac.in/courses/102103056
NOC:Genetic Engineering: Theory And Application,Biotechnology,https://nptel.ac.in/courses/102103074
NOC:Experimental Biotechnology,Biotechnology,https://nptel.ac.in/courses/102103083
NOC:Basics Of Biology,Biotechnology,https://nptel.ac.in/courses/102103091
NOC:Genome Editing And Engineering,Biotechnology,https://nptel.ac.in/courses/102103093
Animal Physiology,Biotechnology,https://nptel.ac.in/courses/102104042
Bio Electricity,Biotechnology,https://nptel.ac.in/courses/102104043
NOC:Human Molecular Genetics,Biotechnology,https://nptel.ac.in/courses/102104052
NOC:Functional Genomics,Biotechnology,https://nptel.ac.in/courses/102104056
NOC:Bioenergy,Biotechnology,https://nptel.ac.in/courses/102104057
NOC:Animal Physiology,Biotechnology,https://nptel.ac.in/courses/102104058
NOC:Cell Culture Technologies,Biotechnology,https://nptel.ac.in/courses/102104059
NOC:Forest Biometry,Biotechnology,https://nptel.ac.in/courses/102104060
NOC:Bioenergetics Of Life Processes,Biotechnology,https://nptel.ac.in/courses/102104063
NOC:WildLife Conservation,Biotechnology,https://nptel.ac.in/courses/102104068
NOC:Wild Life Ecology,Biotechnology,https://nptel.ac.in/courses/102104073
NOC:Conservation Geography,Biotechnology,https://nptel.ac.in/courses/102104088
NOC:Neurobiology,Biotechnology,https://nptel.ac.in/courses/102104099
NOC:Industrial Biotechnology,Biotechnology,https://nptel.ac.in/courses/102105058
NOC:Aspects Of Biochemical Engineering,Biotechnology,https://nptel.ac.in/courses/102105064
NOC:Biomicrofluidics,Biotechnology,https://nptel.ac.in/courses/102105068
NOC:Immunology,Biotechnology,https://nptel.ac.in/courses/102105083
NOC:Environmental Chemistry And Microbiology,Biotechnology,https://nptel.ac.in/courses/102105087
NOC:Environmental Biotechnology,Biotechnology,https://nptel.ac.in/courses/102105088
NOC:Fundamentals Of Protein Chemistry,Biotechnology,https://nptel.ac.in/courses/102105089
NOC:Introduction To Biomedical Imaging Systems,Biotechnology,https://nptel.ac.in/courses/102105090
NOC:Next Generation Sequencing Technologies : Data Analysis And Applications,Biotechnology,https://nptel.ac.in/courses/102105099
NOC:Computational Neuroscience,Biotechnology,https://nptel.ac.in/courses/102105100
NOC:Electrophysiology Of Heart,Biotechnology,https://nptel.ac.in/courses/102105101
NOC:Principles Of Downstream Techniques In Bioprocess,Biotechnology,https://nptel.ac.in/courses/102106022
Introduction To Computational Neuroscience,Biotechnology,https://nptel.ac.in/courses/102106023
Molecular Cell Biology,Biotechnology,https://nptel.ac.in/courses/102106025
Thermodynamics,Biotechnology,https://nptel.ac.in/courses/102106026
Systems Biology,Biotechnology,https://nptel.ac.in/courses/102106035
Tissue Engineering,Biotechnology,https://nptel.ac.in/courses/102106036
NOC:Principles Of Downstream Techniques In Bioprocess,Biotechnology,https://nptel.ac.in/courses/102106048
NOC:Bioreactors,Biotechnology,https://nptel.ac.in/courses/102106053
NOC:Computer Aided Drug Design,Biotechnology,https://nptel.ac.in/courses/102106070
NOC:Plant Cell Bioprocessing,Biotechnology,https://nptel.ac.in/courses/102106080
NOC:Tissue Engineering,Biotechnology,https://nptel.ac.in/courses/102106081
NOC:Transport Phenomena In Biological Systems,Biotechnology,https://nptel.ac.in/courses/102106083
NOC:Introduction To Developmental Biology,Biotechnology,https://nptel.ac.in/courses/102106084
NOC:Cellular Biophysics: A Framework For Quantitative Biology,Biotechnology,https://nptel.ac.in/courses/102106093
NOC:Medical Image Analysis,Biotechnology,https://nptel.ac.in/courses/102106094
NOC:Organ Printing,Biotechnology,https://nptel.ac.in/courses/102106095
NOC:Introduction To Cell Biology,Biotechnology,https://nptel.ac.in/courses/102106096
Introduction To Synthetic Biology,Biotechnology,https://nptel.ac.in/courses/102106102
Analytical Technologies In Biotechnology,Biotechnology,https://nptel.ac.in/courses/102107028
NOC:Biomedical Nanotechnology,Biotechnology,https://nptel.ac.in/courses/102107058
NOC:Learning About Learning: A Course On Neurobiology Of Learning And Memory,Biotechnology,https://nptel.ac.in/courses/102108071
NOC:Drug Delivery: Principles And Engineering,Biotechnology,https://nptel.ac.in/courses/102108077
NOC:Heat Transfer,Chemical Engineering,https://nptel.ac.in/courses/103101137
NOC:Chemical Reaction Engineering II,Chemical Engineering,https://nptel.ac.in/courses/103101141
Modeling Stochastic Phenomena For Engineering Applications: Part-1,Chemical Engineering,https://nptel.ac.in/courses/103101354
Computational Process Design,Chemical Engineering,https://nptel.ac.in/courses/103102352
NOC:Multiphase Microfluidics,Chemical Engineering,https://nptel.ac.in/courses/103103134
NOC:Multiphase Flows,Chemical Engineering,https://nptel.ac.in/courses/103103136
NOC:Chemical Engineering Thermodynamics,Chemical Engineering,https://nptel.ac.in/courses/103103144
NOC:Fluid Flow Operations,Chemical Engineering,https://nptel.ac.in/courses/103103147
NOC:Advanced Thermodynamics,Chemical Engineering,https://nptel.ac.in/courses/103103162
NOC:Membrane Technology,Chemical Engineering,https://nptel.ac.in/courses/103103163
NOC:Computer Aided Applied Single Objective Optimization,Chemical Engineering,https://nptel.ac.in/courses/103103164
NOC:Basic Principles And Calculations In Chemical Engineering,Chemical Engineering,https://nptel.ac.in/courses/103103165
"NOC:Renewable Energy Engineering: Solar, Wind And Biomass Energy Systems",Chemical Engineering,https://nptel.ac.in/courses/103103206
NOC:Biomass Conversion And Biorefinery,Chemical Engineering,https://nptel.ac.in/courses/103103207
NOC:Aspen Plus Simulation Software - A Basic Course For Beginners,Chemical Engineering,https://nptel.ac.in/courses/103103209
NOC:Physical And Electrochemical Characterizations In Chemical Engineering,Chemical Engineering,https://nptel.ac.in/courses/103103211
NOC:Chemical Process Technology,Chemical Engineering,https://nptel.ac.in/courses/103103217
NOC:Inorganic Chemical Technology,Chemical Engineering,https://nptel.ac.in/courses/103103218
Applied Statistical Thermodynamics,Chemical Engineering,https://nptel.ac.in/courses/103103355
NOC:Thermodynamics Of Fluid Phase Equilibria,Chemical Engineering,https://nptel.ac.in/courses/103104129
NOC:Chemical Engineering Fluid Dynamics And Heat Transfer,Chemical Engineering,https://nptel.ac.in/courses/103105218
"NOC:Characterization Of Polymers, Elastomers And Composites",Chemical Engineering,https://nptel.ac.in/courses/103105219
Momentum Transfer In Fluids,Chemical Engineering,https://nptel.ac.in/courses/103105353
NOC:MATLAB Programming For Numerical Computation,Chemical Engineering,https://nptel.ac.in/courses/103106118
NOC:Computational Fluid Dynamics,Chemical Engineering,https://nptel.ac.in/courses/103106119
NOC:Applied Time-Series Analysis,Chemical Engineering,https://nptel.ac.in/courses/103106123
NOC:Environmental Quality Monitoring & Analysis,Chemical Engineering,https://nptel.ac.in/courses/103106162
NOC:Waste To Energy Conversion,Chemical Engineering,https://nptel.ac.in/courses/103107125
NOC:Unit Operations Of Particulate Matter,Chemical Engineering,https://nptel.ac.in/courses/103107127
NOC:Polymer Reaction Engineering,Chemical Engineering,https://nptel.ac.in/courses/103107206
NOC:Process Equipment Design,Chemical Engineering,https://nptel.ac.in/courses/103107207
NOC:Advanced Thermodynamics And Molecular Simulations,Chemical Engineering,https://nptel.ac.in/courses/103107208
NOC:Chemical Process Utilities,Chemical Engineering,https://nptel.ac.in/courses/103107211
NOC:Physico-Chemical Processes For Wastewater Treatment,Chemical Engineering,https://nptel.ac.in/courses/103107212
NOC:Biological Process Design For Wastewater Treatment,Chemical Engineering,https://nptel.ac.in/courses/103107217
NOC:Electrochemical Technology In Pollution Control,Chemical Engineering,https://nptel.ac.in/courses/103108162
Advanced Chemical Reaction Engineering (PG),Chemical Engineering,https://nptel.ac.in/courses/103101001
Advanced Process Control,Chemical Engineering,https://nptel.ac.in/courses/103101003
Chemical Engineering Thermodynamics,Chemical Engineering,https://nptel.ac.in/courses/103101004
Chemical Reaction Engineering II,Chemical Engineering,https://nptel.ac.in/courses/103101008
Advanced Numerical Analysis,Chemical Engineering,https://nptel.ac.in/courses/103101009
Advanced Numerical Analysis,Chemical Engineering,https://nptel.ac.in/courses/103101111
NOC:Introduction To Evolutionary Dynamics,Chemical Engineering,https://nptel.ac.in/courses/103101127
NOC:Chemical Process Control,Chemical Engineering,https://nptel.ac.in/courses/103101142
NOC:Introduction To Interfacial Waves,Chemical Engineering,https://nptel.ac.in/courses/103101209
"NOC:Hydrogen Energy: Production, Storage, Transportation And Safety",Chemical Engineering,https://nptel.ac.in/courses/103101215
Heterogeneous Catalysis And Catalytic Processes,Chemical Engineering,https://nptel.ac.in/courses/103102012
Fuel Cell Technology,Chemical Engineering,https://nptel.ac.in/courses/103102015
Interfacial Engineering,Chemical Engineering,https://nptel.ac.in/courses/103102016
Petroleum Refinery Engineering,Chemical Engineering,https://nptel.ac.in/courses/103102022
Transport Phenomena (UG),Chemical Engineering,https://nptel.ac.in/courses/103102024
NOC:Fluid Mechanics And Its Applications,Chemical Engineering,https://nptel.ac.in/courses/103102211
Catalyst Science And Technology,Chemical Engineering,https://nptel.ac.in/courses/103103026
Chemical Engineering Design - II,Chemical Engineering,https://nptel.ac.in/courses/103103027
Chemical Technology - II,Chemical Engineering,https://nptel.ac.in/courses/103103029
Heat Transfer,Chemical Engineering,https://nptel.ac.in/courses/103103031
Heat Transfer,Chemical Engineering,https://nptel.ac.in/courses/103103032
Interfacial Engineering,Chemical Engineering,https://nptel.ac.in/courses/103103033
Mass Transfer Operations I,Chemical Engineering,https://nptel.ac.in/courses/103103034
Mass Transfer Operations I,Chemical Engineering,https://nptel.ac.in/courses/103103035
Molecular Simulations In Chemical Engineering,Chemical Engineering,https://nptel.ac.in/courses/103103036
Process Control And Instrumentation,Chemical Engineering,https://nptel.ac.in/courses/103103037
Process Design Decisions And Project Economics,Chemical Engineering,https://nptel.ac.in/courses/103103039
NOC:Fluidization Engineering,Chemical Engineering,https://nptel.ac.in/courses/103103132
NOC:An Introduction To Cardiovascular Fluid Mechanics,Chemical Engineering,https://nptel.ac.in/courses/103103133
NOC:Measurement Technique In Multiphase Flows,Chemical Engineering,https://nptel.ac.in/courses/103103135
NOC:Introduction To Polymer Physics,Chemical Engineering,https://nptel.ac.in/courses/103103139
NOC:Natural Gas Engineering,Chemical Engineering,https://nptel.ac.in/courses/103103140
NOC:Mass Transfer Operations -I,Chemical Engineering,https://nptel.ac.in/courses/103103145
NOC:Transport Phenomena Of Non-Newtonian Fluids,Chemical Engineering,https://nptel.ac.in/courses/103103146
NOC:Chemical Process Intensification,Chemical Engineering,https://nptel.ac.in/courses/103103152
NOC:Chemical Reaction Engineering-I,Chemical Engineering,https://nptel.ac.in/courses/103103153
NOC:Mass Transfer Operations II,Chemical Engineering,https://nptel.ac.in/courses/103103154
NOC:Mechanical Unit Operations,Chemical Engineering,https://nptel.ac.in/courses/103103155
NOC:Organic Chemical Technology,Chemical Engineering,https://nptel.ac.in/courses/103103220
NOC:Solid-Fluid Operations,Chemical Engineering,https://nptel.ac.in/courses/103103221
NOC:Energy Conversion Technologies (Biomass And Coal),Chemical Engineering,https://nptel.ac.in/courses/103103222
NOC:Petroleum Reservoir Engineering,Chemical Engineering,https://nptel.ac.in/courses/103103223
Fluid Mechanics,Chemical Engineering,https://nptel.ac.in/courses/103104043
Fluid Mechanics,Chemical Engineering,https://nptel.ac.in/courses/103104044
Introduction To Colloid And Interface Science And Engineering,Chemical Engineering,https://nptel.ac.in/courses/103104045
Mass Transfer II,Chemical Engineering,https://nptel.ac.in/courses/103104046
Mechanics Of Soft Materials,Chemical Engineering,https://nptel.ac.in/courses/103104047
Plantwide Control Of Chemical Processes,Chemical Engineering,https://nptel.ac.in/courses/103104049
Plantwide Control Of Chemical Processes,Chemical Engineering,https://nptel.ac.in/courses/103104050
NOC:Chemical Engineering Thermodynamics,Chemical Engineering,https://nptel.ac.in/courses/103104151
Advanced Heat And Mass Transfer,Chemical Engineering,https://nptel.ac.in/courses/103105052
Biochemical Engineering,Chemical Engineering,https://nptel.ac.in/courses/103105054
Microscale Transport Processes,Chemical Engineering,https://nptel.ac.in/courses/103105057
Multiphase Flow,Chemical Engineering,https://nptel.ac.in/courses/103105058
Multiphase Flow,Chemical Engineering,https://nptel.ac.in/courses/103105059
Novel Separation Processes,Chemical Engineering,https://nptel.ac.in/courses/103105060
Novel Separation Processes,Chemical Engineering,https://nptel.ac.in/courses/103105061
Process Control And Instrumentation,Chemical Engineering,https://nptel.ac.in/courses/103105064
Instability & Patterning Of Thin Polymer Films,Chemical Engineering,https://nptel.ac.in/courses/103105065
Instability And Patterning Of Thin Polymer Films,Chemical Engineering,https://nptel.ac.in/courses/103105066
Advanced Mathematical Techniques In Chemical Engineering,Chemical Engineering,https://nptel.ac.in/courses/103105106
Fuel And Combustion Technology,Chemical Engineering,https://nptel.ac.in/courses/103105110
NOC:Introduction To Process Modeling In Membrane Separation Process,Chemical Engineering,https://nptel.ac.in/courses/103105121
NOC:Soft Nano Technology,Chemical Engineering,https://nptel.ac.in/courses/103105122
NOC:Adiabatic Two Phase Flow And Flow Boiling In Microchannel,Chemical Engineering,https://nptel.ac.in/courses/103105124
NOC:Chemical Engineering Thermodynamics,Chemical Engineering,https://nptel.ac.in/courses/103105127
NOC:Transport Phenomena,Chemical Engineering,https://nptel.ac.in/courses/103105128
NOC:Chemical Process Instrumentation,Chemical Engineering,https://nptel.ac.in/courses/103105130
NOC:Optimization In Chemical Engineering,Chemical Engineering,https://nptel.ac.in/courses/103105139
NOC:Heat Transfer,Chemical Engineering,https://nptel.ac.in/courses/103105140
NOC:Flow Through Porous Media,Chemical Engineering,https://nptel.ac.in/courses/103105160
NOC:Fundamentals Of Particle And Fluid Solid Processing,Chemical Engineering,https://nptel.ac.in/courses/103105161
NOC:Plant Design And Economics,Chemical Engineering,https://nptel.ac.in/courses/103105166
NOC:Material & Energy Balance Computations,Chemical Engineering,https://nptel.ac.in/courses/103105209
NOC:Principles And Practices Of Process Equipment And Plant Design,Chemical Engineering,https://nptel.ac.in/courses/103105210
NOC:Mathematical Modelling And Simulation Of Chemical Engineering Process,Chemical Engineering,https://nptel.ac.in/courses/103105215
NOC:Advanced Process Dynamics,Chemical Engineering,https://nptel.ac.in/courses/103105216
NOC:Matlab-Based Programming Lab In Chemical Engineering,Chemical Engineering,https://nptel.ac.in/courses/103105220
NOC:Petroleum Technology,Chemical Engineering,https://nptel.ac.in/courses/103105221
"NOC:Rheology And Processing Of Paints, Plastic, And Elastomer Based Composites",Chemical Engineering,https://nptel.ac.in/courses/103105222
NOC:Petroleum Formation Evaluation,Chemical Engineering,https://nptel.ac.in/courses/103105223
Advanced Transport Phenomena,Chemical Engineering,https://nptel.ac.in/courses/103106068
Chemical Engineering Thermodynamics,Chemical Engineering,https://nptel.ac.in/courses/103106070
Safety Practices In Chemical And Nuclear Industries,Chemical Engineering,https://nptel.ac.in/courses/103106071
Computational Fluid Dynamics,Chemical Engineering,https://nptel.ac.in/courses/103106073
Computational Techniques,Chemical Engineering,https://nptel.ac.in/courses/103106074
Introduction To Microelectronic Fabrication Processes,Chemical Engineering,https://nptel.ac.in/courses/103106075
System (Process) Identification,Chemical Engineering,https://nptel.ac.in/courses/103106078
Nuclear Reactor Technology,Chemical Engineering,https://nptel.ac.in/courses/103106101
Particle Characterization (PG),Chemical Engineering,https://nptel.ac.in/courses/103106103
Heavy And Fine Chemicals (Chemical Process Technology),Chemical Engineering,https://nptel.ac.in/courses/103106108
Chemical Process Industries,Chemical Engineering,https://nptel.ac.in/courses/103106109
Statistics For Experimentalists,Chemical Engineering,https://nptel.ac.in/courses/103106112
Multiphase Flows:Analytical Solutions And Stability Analysis,Chemical Engineering,https://nptel.ac.in/courses/103106113
NOC:Introduction To Time-Frequency Analysis And Wavelet Transforms,Chemical Engineering,https://nptel.ac.in/courses/103106114
Chemical Engineering Principles Of CVD Processes,Chemical Engineering,https://nptel.ac.in/courses/103106115
Chemical Reaction Engineering 1 (Homogeneous Reactors),Chemical Engineering,https://nptel.ac.in/courses/103106116
Chemical Reaction Engineering 2 (Heterogeneous Reactors),Chemical Engineering,https://nptel.ac.in/courses/103106117
